conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a69d6a0-b90f-4d50-bef8-a05d6704575d,χρήση λογισμικού μέσων,released,skill/competence,occupation-specific,,"Χρήση κυρίως λογισμικού οπτικού προγραμματισμού, όπως λογισμικού ήχου, φωτισμού, εικόνας, λήψης, ελέγχου κίνησης, χαρτογράφησης υπεριώδους ακτινοβολίας, επαυξημένης πραγματικότητας, εικονικής πραγματικότητας ή προβολής 3D. Το λογισμικό αυτό θα μπορούσε να χρησιμοποιηθεί, για παράδειγμα, σε εφαρμογές τεχνών του θεάματος και εκδηλώσεων.
	",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,χρήση ψηφιακών εργαλείων για την επεξεργασία ήχου και εικόνας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2af29864-c941-40a5-ae7b-2b6c4b92c0d7,αναγνώριση της ομιλίας,released,knowledge,sector-specific,,"Η ανάπτυξη στον τομέα της πληροφορικής, όπου η φωνή μπορεί να αναγνωριστεί από μηχανές και να παρουσιαστούν τα αποτελέσματα του προφορικού λόγου ή της εντολής.",http://data.europa.eu/esco/isced-f/0232,φιλολογία και γλωσσολογία
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2afb2b59-c9a3-4cf3-b1dd-1a2fad51e583,3-διάστατη εκτύπωση,released,knowledge,sector-specific,διαδικασίας εκτύπωσης 3Δ | τεχνολογία τρισδιάστατης εκτύπωσης | διαδικασία τρισδιάστατης εκτύπωσης | τεχνικές αναπαραγωγής τρισδιάστατων στοιχείων | διαδικασία εκτύπωσης τριών διαστάσεων,Η διαδικασία αναπαραγωγής αντικειμένων 3D με χρήση τεχνολογιών εκτύπωσης 3D.,http://data.europa.eu/esco/skill/99981dbd-6f0f-495d-a67f-20ad0f9ef6f3 | http://data.europa.eu/esco/skill/a507f45d-0894-4803-b1cd-9ca7f15c9299 | http://data.europa.eu/esco/isced-f/0211,μέσα εκτύπωσης | διαδικασίες παραγωγής εντύπων | τεχνικές και παραγωγή οπτικοακουστικών μέσων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b24cbb7-f94e-43c1-8377-138f80ad5c19,ανάπτυξη λογισμικού μεταφραστικής μνήμης,released,skill/competence,sector-specific,,Ανάπτυξη και βελτίωση λογισμικού μεταφραστικής μνήμης για την ανάκτηση ισοδύναμων κειμένων στόχων σε υφιστάμενες βάσεις δεδομένων κατά τη μετάφραση από μία γλώσσα σε άλλη.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,προγραμματισμός συστημάτων ηλεκτρονικών υπολογιστών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b285a57-4add-453e-af5d-3d986a65c8fe,χρησιμοποίηση τεχνολογίας ενοποίησης πληροφορικής-τηλεφωνίας,released,skill/competence,sector-specific,χρησιμοποιώ συστήματα ενοποίησης πληροφορικής-τηλεφωνίας | χρησιμοποιώ σύστημα ολοκλήρωσης τηλεφωνίας και Η/Υ | υλοποιώ ολοκλήρωση τηλεφωνίας-υπολογιστών | εκτελώ ενοποίηση πληροφορικής-τηλεφωνίας | θέτω σε εφαρμογή λογισμικά CTI,Χρήση τεχνολογίας που επιτρέπει την αλληλεπίδραση μεταξύ τηλεφώνου και υπολογιστή. Δυνατότητα υπηρεσιών κλήσεων απευθείας από το περιβάλλον υπολογιστή.,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,πρόσβαση και ανάλυση ψηφιακών δεδομένων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,ανάπτυξη λογισμικού ανοικτού κώδικα,released,skill/competence,sector-specific,,"Χειρισμός και παραγωγή λογισμικού ανοικτού κώδικα. Εξοικείωση με τα κύρια μοντέλα ανοικτού κώδικα τα συστήματα αδειοδότησης και τις πρακτικές κωδικοποίησης που εφαρμόζονται συνήθως κατά την παραγωγή λογισμικού ανοικτού κώδικα.
	",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,προγραμματισμός συστημάτων ηλεκτρονικών υπολογιστών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34a99f-9813-4c91-9509-b6b9b8c3132e,συνεργασία μέσω ψηφιακών τεχνολογιών,released,skill/competence,cross-sector,,Χρήση ψηφιακών εργαλείων και τεχνολογιών για συνεργατικές διαδικασίες και για συγκατασκευή και συνδημιουργία πόρων και γνώσεων.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,ψηφιακή επικοινωνία και συνεργασία | χρήση ψηφιακών εργαλείων για συνεργασία και παραγωγικότητα
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b544b2c-f22d-40e6-8578-3cb65554643a,ηλεκτρονικό κλείδωμα,released,knowledge,occupation-specific,,"Συστήματα ασφάλισης που λειτουργούν με ηλεκτρικό ρεύμα. Η ενεργοποίηση του ηλεκτρονικού κλειδώματος γίνεται με κινητήρες, πηνία ή μαγνήτες. Συχνά, το ηλεκτρονικό κλείδωμα έχει σύστημα ελέγχου πρόσβασης και απαιτεί πιστοποίηση ταυτότητας, όπως κωδικούς πρόσβασης, δακτυλικά αποτυπώματα ή κάρτες μικροτσίπ.",http://data.europa.eu/esco/isced-f/0716,"αυτοκίνητα οχήματα, πλοία και αεροσκάφη"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b6bc32d-c60d-435b-931f-79bd3404f8b9,χρήση συστημάτων καταγραφής για ζωντανές παραστάσεις,released,skill/competence,occupation-specific,,"Χρήση εξοπλισμού και λογισμικού για την παρακολούθηση κινήσεων και άλλων φυσικών φαινομένων μέσω ανάλυσης εικόνων, κωδικοποιητών ή αισθητήρων για την παραγωγή σημάτων ελέγχου για εφαρμογές τεχνών του θεάματος και εκδηλώσεων.
	",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,χρήση ψηφιακών εργαλείων για την επεξεργασία ήχου και εικόνας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,χρησιμοποίηση προτύπων σχεδίασης λογισμικού,released,skill/competence,sector-specific,χρησιμοποιώ βέλτιστες πρακτικές ανάπτυξης λογισμικού | υλοποιώ βέλτιστα σχέδια ανάπτυξης λογισμικού | εφαρμόζω πρότυπα σχεδίασης λογισμικού | θέτω σε εφαρμογή μοτίβα σχεδίασης λογισμικού | χρησιμοποιώ μοτίβα σχεδίασης λογισμικού,"Χρήση επαναχρησιμοποιούμενων λύσεων, τυποποιημένων βέλτιστων πρακτικών για την επίλυση κοινών καθηκόντων ανάπτυξης ΤΠΕ στον τομέα της ανάπτυξης και του σχεδιασμού λογισμικού.",http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,ανάπτυξη λογισμικού | σχεδιασμός συστημάτων ή εφαρμογών τπε
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa,συλλογή δεδομένων χαρτογράφησης,released,skill/competence,cross-sector,,Συλλογή και διατήρηση πόρων χαρτογράφησης και δεδομένων χαρτογράφησης.,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,συγκέντρωση πληροφοριών από φυσικές ή ηλεκτρονικές πηγές
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,διενέργεια ανάλυσης δεδομένων,released,skill/competence,cross-sector,,"Συλλογή δεδομένων και στατιστικών στοιχείων για δοκιμή και αξιολόγηση, με σκοπό την παραγωγή ισχυρισμών και προβλέψεων μοτίβων, με σκοπό την ανακάλυψη χρήσιμων πληροφοριών κατά τη διαδικασία λήψης αποφάσεων.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"διαχείριση, συλλογή και αποθήκευση ψηφιακών δεδομένων"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (προγραμματισμός ηλεκτρονικών υπολογιστών),released,knowledge,sector-specific,,"Οι τεχνικές και οι αρχές ανάπτυξης λογισμικού, όπως είναι η ανάλυση, οι αλγόριθμοι, η συγγραφή κώδικα, οι δοκιμές και η κατάρτιση μοντέλων προγραμματισμού σε Prolog.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,προγραμματισμός ηλεκτρονικών υπολογιστών | ανάπτυξη και ανάλυση λογισμικού και εφαρμογών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,σχεδιασμός διαδικασίας,released,skill/competence,cross-sector,σχεδιασμός διεργασίας,"Προσδιορισμός των απαιτήσεων σχετικά με τη ροή εργασίας και τους πόρους για μια συγκεκριμένη διαδικασία, με τη χρήση ποικίλων εργαλείων όπως λογισμικό προσομοίωσης διαδικασιών, μοντέλα διαγραμμάτων ροής και μοντέλα κλίμακας.",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,σχεδιασμός συστημάτων και προϊόντων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,χρησιμοποίηση λογικού προγραμματισμού,released,skill/competence,sector-specific,εφαρμόζω λογικό προγραμματισμό | εφαρμόζω λογικό κύκλωμα σε προγράμματα | χρησιμοποιώ λογικά προγράμματα | εκτελώ λογικό προγραμματισμό | χρησιμοποιώ λογικά συστήματα,"Χρήση εξειδικευμένων εργαλείων ΤΠΕ για τη δημιουργία κώδικα ηλεκτρονικών υπολογιστών που αποτελείται από σειρά φράσεων σε λογική μορφή, εκφράζοντας κανόνες και γεγονότα σχετικά με κάποιον τομέα προβλημάτων. Χρήση γλωσσών προγραμματισμού που υποστηρίζουν αυτή τη μέθοδο, όπως η Prolog, η Answer Set Programming και η Datalog.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,προγραμματισμός συστημάτων ηλεκτρονικών υπολογιστών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a,μετάφραση απαιτήσεων σε οπτικό σχέδιο,released,skill/competence,cross-sector,μετάφραση προδιαγραφών ιδεών σε οπτικό σχεδιασμό | μετάφραση χαρακτηριστικών ιδεών σε οπτική σχεδίαση | ανάπτυξη προδιαγραφών ιδεών υπό μορφή οπτικού σχεδιασμού | δημιουργία οπτικής αναπαράστασης ιδεών,"Ανάπτυξη του οπτικού σχεδίου σύμφωνα με συγκεκριμένες προδιαγραφές και απαιτήσεις, με βάση την ανάλυση του πεδίου και του κοινού στο οποίο απευθύνεται. Δημιουργία οπτικής αναπαράστασης ιδεών, όπως λογοτύπων, γραφικών ιστοτόπων, ψηφιακών παιχνιδιών και διατάξεων.
	",http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96 | http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,σχεδιασμός γραφικών | δημιουργία καλλιτεχνικών σχεδίων ή παραστάσεων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,καθιέρωση διαδικασιών δεδομένων,released,skill/competence,sector-specific,εφαρμογή διεργασιών δεδομένων | ανάπτυξη διαδικασιών δεδομένων | καθιέρωση διεργασιών δεδομένων | καθιέρωση διαδικασιών επεξεργασίας πληροφοριακών στοιχείων,"Χρήση εργαλείων ΤΠΕ για την εφαρμογή μαθηματικών, αλγοριθμικών ή άλλων διαδικασιών χειρισμού δεδομένων για τη δημιουργία πληροφοριών.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"διαχείριση, συλλογή και αποθήκευση ψηφιακών δεδομένων"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,κίνδυνοι για την ασφάλεια του δικτύου ΤΠΕ,released,knowledge,sector-specific,παράγοντες κινδύνου ασφάλειας των συστημάτων ΤΠΕ | κίνδυνοι ασφάλειας των δικτύων ΤΠΕ | κίνδυνοι σχετικοί με την ασφάλεια του δικτύου ΤΠΕ | παράγοντες κινδύνου ασφάλειας του δικτύου ΤΠΕ | κίνδυνοι για την ασφάλεια των δικτύων ΤΠΕ,"Οι παράγοντες κινδύνου για την ασφάλεια, όπως τα εξαρτήματα υλισμικού και λογισμικού, οι συσκευές, οι διεπαφές και οι πολιτικές σε δίκτυα ΤΠΕ, οι τεχνικές αξιολόγησης κινδύνου που μπορούν να εφαρμοστούν για την αξιολόγηση της σοβαρότητας και των συνεπειών των απειλών για την ασφάλεια και των σχεδίων έκτακτης ανάγκης για κάθε παράγοντα κινδύνου για την ασφάλεια.",http://data.europa.eu/esco/isced-f/0612,σχεδιασμός και διαχείριση βάσεων δεδομένων και δικτύων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e1888d8-97f7-4c91-8874-e2ef0e47f94f,δημιουργία ψηφιακών αρχείων,released,skill/competence,sector-specific,,Δημιουργία ψηφιακών αρχείων στο σύστημα ηλεκτρονικού υπολογιστή μετά τον έλεγχο της ποιότητας της εκτύπωσης ή των σαρωμένων εγγράφων για δυσλειτουργίες.,http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"διαχείριση ψηφιακών εγγράφων | διαχείριση, συλλογή και αποθήκευση ψηφιακών δεδομένων"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eae92cf-5f21-43e7-aa41-ab65b00c1b92,χειρισμός πίνακα πληροφοριών στο αμοιβαίο ιπποδρομιακό στοίχημα,released,skill/competence,occupation-specific,,"Χειρισμός πίνακα πληροφοριών στο αμοιβαίο ιπποδρομιακό στοίχημα, είτε με το χέρι είτε με τη χρήση λογισμικού όπως το Autotote.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,χειρισμός εξοπλισμού επικοινωνίας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ef6bebc-2133-47df-b26a-f38f51b0f867,ιστορία των ηλεκτρονικών υπολογιστών,released,knowledge,sector-specific,,Η ιστορία της ανάπτυξης του υπολογιστή στο πλαίσιο της ψηφιοποίησης της κοινωνίας.,http://data.europa.eu/esco/skill/2b22f3b1-5de4-43f9-b6d1-b20f65871268 | http://data.europa.eu/esco/isced-f/0222,ιστορία | ιστορία και αρχαιολογία
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f04bb71-d476-43b3-a60b-5df1d05f5681,Octopus Deploy,released,knowledge,sector-specific,,Το εργαλείο Octopus Deploy είναι ένα πρόγραμμα λογισμικού που χρησιμοποιείται για την αυτοματοποίηση της ανάπτυξης εφαρμογών ASPI.NET σε τοπικό διακομιστή ή σε υπολογιστικό νέφος.,http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f | http://data.europa.eu/esco/isced-f/0613,εργαλεία για τη διαχείριση της παραμετροποίησης λογισμικού | ανάπτυξη και ανάλυση λογισμικού και εφαρμογών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,συντήρηση διατάξεων ελέγχου άρδευσης,released,skill/competence,sector-specific,,"Συντήρηση και προγραμματισμός διαφορετικών τύπων διατάξεων ελέγχου άρδευσης, συμπεριλαμβανομένων μηχανικών συστημάτων, συστημάτων με ηλιακές μπαταρίες, ψηφιακών συστημάτων και συστημάτων ελεγχόμενων από ηλεκτρονικούς υπολογιστές.",http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"συντήρηση συστημάτων άρδευσης | συντήρηση εξοπλισμού ηλεκτρικού, ηλεκτρονικού και ακριβείας"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f6e5619-2478-475f-a414-ec05c2b72795,χειρισμός συστημάτων επικοινωνίας λιμένων,released,skill/competence,sector-specific,,"Χειρισμός τηλεφωνικών και ραδιοφωνικών συστημάτων και πιο σύνθετων συστημάτων επικοινωνίας που χρησιμοποιούνται στους λιμένες εσωτερικής ναυσιπλοΐας, στο πλαίσιο του συντονισμού των λιμενικών εργασιών.",http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235 | http://data.europa.eu/esco/skill/e58a3832-4e13-458e-8efd-bfa251eed702 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6 | http://data.europa.eu/esco/skill/94f5e909-48c5-4782-9005-84d793dd01ba,συντονισμός της εξ αποστάσεως επικοινωνίας | διατήρηση επιχειρησιακής επικοινωνίας | χειρισμός εξοπλισμού επικοινωνίας | διαχείριση λειτουργίας λιμένα
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f954283-4642-409a-8e9b-d6ae0a11b358,χρήση μετεωρολογικών εργαλείων για την πρόβλεψη μετεωρολογικών συνθηκών,released,skill/competence,sector-specific,,"Χρήση μετεωρολογικών δεδομένων και εργαλείων, όπως μηχανών τηλεομοιοτυπίας για μετάδοση μετεωρολογικών δεδομένων, μετεωρολογικών χαρτών και τερματικών ηλεκτρονικών υπολογιστών, για την πρόβλεψη των καιρικών συνθηκών.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,παρακολούθηση περιβαλλοντικών συνθηκών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,OpenEdge Advanced Business Language,released,knowledge,sector-specific,,"Οι τεχνικές και οι αρχές ανάπτυξης λογισμικού, όπως είναι η ανάλυση, οι αλγόριθμοι, η συγγραφή κώδικα, οι δοκιμές και η κατάρτιση μοντέλων προγραμματισμού σε OpenEdge Advanced Business Language.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,προγραμματισμός ηλεκτρονικών υπολογιστών | ανάπτυξη και ανάλυση λογισμικού και εφαρμογών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3093881b-74f6-48e1-820e-50831b0d0775,διενέργεια βιντεοτηλεμετρίας,released,skill/competence,sector-specific,διενέργεια τηλεμετρίας μέσω της βιντεοσκόπησης του ασθενή,"Καταγραφή εγκεφαλικών κυμάτων για αρκετές ημέρες, σε συνδυασμό με εικόνες βίντεο από κάμερα, ώστε να διευκολυνθεί η λήψη απόφασης αν είναι εφικτή η χειρουργική για την επιληψία.",http://data.europa.eu/esco/skill/d700aa7a-0ed8-4967-a32c-4cb6075ab3b9,διάγνωση κατάστασης υγείας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30d926ba-1615-417c-a799-e24a3ea239b9,χειρίζομαι αμφίδρομα συστήματα ραδιομετάδοσης,released,skill/competence,sector-specific,θέτω σε λειτουργία αμφικατευθυντικές συσκευές ραδιομετάδοσης | χειρίζομαι αμφικατευθυντικά συστήματα ραδιομετάδοσης | θέτω σε λειτουργία αμφικατευθυντικά συστήματα ραδιομετάδοσης | χειρίζομαι αμφικατευθυντικές συσκευές ραδιομετάδοσης | λειτουργώ αμφίδρομα συστήματα ραδιομετάδοσης,"Χρήση συσκευών ραδιομετάδοσης που μπορούν να λάβουν και να μεταδώσουν ηχητικά σήματα για επικοινωνία με παρόμοιες συσκευές ραδιομετάδοσης στην ίδια συχνότητα, όπως τα κινητά τηλέφωνα και οι φορητοί πομποδέκτες (walkie-talkie).",http://data.europa.eu/esco/skill/3007c147-5c93-47a8-be0a-378a040c9fa9 | http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,χειρισμός μέσων ραδιοναυσιπλοΐας | χειρισμός εξοπλισμού ασύρματης επικοινωνίας | χειρισμός εξοπλισμού επικοινωνίας
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3140d979-2d6a-4c10-add9-f7091103829f,δημιουργία σεναρίου ψηφιακού παιχνιδιού,released,skill/competence,occupation-specific,δημιουργία πλοκής για ψηφιακά παιχνίδια | δημιουργία ιδέας για ψηφιακό παιχνίδι | επινόηση ιδέας ψηφιακού παιχνιδιού,"Ανάπτυξη και επικοινωνία κάθε πτυχής του συνολικού οράματος του παιχνιδιού. Επικοινωνία και συνεργασία με τα μέλη του τεχνικού προσωπικού, καθώς και με την καλλιτεχνική ομάδα και την ομάδα σχεδιασμού για την υλοποίηση του οράματος.",http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41 | http://data.europa.eu/esco/skill/f08e2bd6-0366-4948-a670-1f03f130126f | http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,δημιουργική σκέψη | δημιουργία νέων εννοιών | δημιουργία καλλιτεχνικών σχεδίων ή παραστάσεων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/31587950-8b69-4a15-91c2-74dae22d38a4,υποστήριξη της εγκατάστασης ηχητικών συστημάτων,released,skill/competence,sector-specific,,Υποστήριξη των επιτόπιων προσπαθειών εγκατάστασης της ομάδας. Αντιμετώπιση προβλημάτων και επίλυση σφαλμάτων των ηχητικών συστημάτων.,http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40 | http://data.europa.eu/esco/skill/5ae6743f-8241-49f8-b447-0df43756cb1c | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"εντοπισμός και διόρθωση προβλημάτων | συντονισμός προγραμμάτων ακουστικών συστημάτων | εγκατάσταση και επισκευή εξοπλισμού ηλεκτρικού, ηλεκτρονικού και ακριβείας"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/31d35d3d-2bf2-49aa-9c20-92566ef80277,χρήση συστημάτων ΤΠΕ,released,skill/competence,cross-sector,χρήση συστημάτων της τεχνολογίας πληροφοριών και επικοινωνιών,Επιλογή και χρήση συστημάτων ΤΠΕ για ποικιλία πολύπλοκων καθηκόντων προκειμένου να καλυφθούν διάφορες ανάγκες.,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,πρόσβαση και ανάλυση ψηφιακών δεδομένων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/31f53419-4bce-4b10-986a-70a9c7ac41a3,συσκευές μικροκινητικότητας,released,knowledge,sector-specific,,"Οι διάφοροι τύποι μικρών ελαφρών οχημάτων για προσωπική χρήση, όπως κοινόχρηστα ποδήλατα, ηλεκτρικά ποδήλατα, ηλεκτρικά πατίνια, ηλεκτρικά σκέιτμπορντ.
	",http://data.europa.eu/esco/isced-f/104,υπηρεσίες μεταφορών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3233330f-bb93-47ea-93b4-ed903d05d9f1,εγκατάσταση εξοπλισμού πολυμέσων,released,skill/competence,occupation-specific,,"Εγκατάσταση και έλεγχος εξοπλισμού πολυμέσων και σχετικών συστημάτων και τεχνολογίας, σύμφωνα με τις προδιαγραφές τους.",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,χειρισμός οπτικοακουστικού εξοπλισμού
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,προμήθεια εξοπλισμού δικτύου ΤΠΕ,released,knowledge,sector-specific,παροχή συσκευών δικτύου ΤΠΕ | προμήθεια συστημάτων δικτύου ΤΠΕ | προμήθεια συσκευών δικτύου ΤΠΕ | πάροχοι εξοπλισμού δικτύου | πωλητές εξοπλισμού δικτύου,Τα διαθέσιμα προϊόντα των παρόχων εξοπλισμού δικτύου και οι μέθοδοι για την επιλογή και την προμήθεια του εξοπλισμού.,http://data.europa.eu/esco/isced-f/0612,σχεδιασμός και διαχείριση βάσεων δεδομένων και δικτύων
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32a2c63d-2d13-4784-abb8-678ef2cd8a46,μηχανική μετάφραση,released,knowledge,sector-specific,,Ο τομέας της πληροφορικής που ερευνά τη χρήση λογισμικού για τη μετάφραση κειμένου ή λόγου από μια γλώσσα σε άλλη.,http://data.europa.eu/esco/isced-f/0613,ανάπτυξη και ανάλυση λογισμικού και εφαρμογών
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3325729c-96db-4217-a9ca-4564cc1f909b,χρησιμοποιώ πολυγωνική μοντελοποίηση,released,skill/competence,occupation-specific,εφαρμόζω τεχνική πολυγωνικής μοντελοποίησης | δημιουργώ πολυγωνικά μοντέλα | χρησιμοποιώ τεχνικές πολυγωνικής μοντελοποίησης | χρησιμοποιώ πολυγωνικές τεχνικές μοντελοποίησης | δημιουργώ πολυγωνικά υποδείγματα,Αναπαράσταση μοντέλων 3D χρησιμοποιώντας τμήματα γραμμής για τη σύνδεση σημείων προκειμένου να δημιουργηθούν πολυγωνικά πλέγματα σε επιφάνειες.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,χρήση εργαλείων σχεδιασμού και σχεδίασης με τη βοήθεια ηλεκτρονικού υπολογιστή
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33841903-78d8-4273-950d-755248290c2d,διεξαγωγή ερευνών σε συστήματα γείωσης,released,skill/competence,occupation-specific,,"Διεξαγωγή ερευνών σε συστήματα γείωσης και εξοπλισμό, στα πεδία κρυπτογράφησης, δικτύωσης και μαζικής αποθήκευσης.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,διεξαγωγή ακαδημαϊκής έρευνας ή έρευνας αγοράς
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,προστασία των δεδομένων προσωπικού χαρακτήρα και της ιδιωτικής ζωής,released,skill/competence,cross-sector,,"Προστασία των δεδομένων προσωπικού χαρακτήρα και της ιδιωτικής ζωής σε ψηφιακά περιβάλλοντα. Κατανόηση του τρόπου χρήσης και κοινοποίησης προσωπικών πληροφοριών, έχοντας τη δυνατότητα να προστατευτεί και να προστατεύσει τους άλλους από ζημιές. Κατανόηση ότι οι ψηφιακές υπηρεσίες χρησιμοποιούν μια «πολιτική προστασίας προσωπικών δεδομένων» προκειμένου να ενημερώσουν σχετικά με τον τρόπο χρήσης των προσωπικών δεδομένων.",http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/2b6e15f5-dfa0-4e7c-9687-5665b07e56a4,ασφάλεια της τεχνολογίας πληροφοριών και επικοινωνιών | προστασία της ιδιωτικής ζωής και των δεδομένων προσωπικού χαρακτήρα
